content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
"Fresh look, penambahan fitur quick access yang mempermudah transaksi harian. Fitur insight yang membantu mengelola keuangan.",Positive,Tampilan,Fresh look penambahan fitur quick access yang mempermudah transaksi harian Fitur insight yang membantu mengelola keuangan,fresh look penambahan fitur quick access yang mempermudah transaksi harian fitur insight yang membantu mengelola keuangan,fresh look penambahan fitur quick access yang mempermudah transaksi harian fitur insight yang membantu mengelola keuangan,fresh look penambahan fitur quick access mempermudah transaksi harian fitur insight membantu mengelola keuangan,"['fresh', 'look', 'penambahan', 'fitur', 'quick', 'access', 'mempermudah', 'transaksi', 'harian', 'fitur', 'insight', 'membantu', 'mengelola', 'keuangan']",fresh look penambahan fitur quick access mempermudah transaksi harian fitur insight membantu mengelola keuangan,"['fresh', 'look', 'tambah', 'fitur', 'quick', 'access', 'mudah', 'transaksi', 'hari', 'fitur', 'insight', 'bantu', 'kelola', 'uang']"
"the appearance is attractive, the features are easy to use, the colors are colorful, what is that? Yes, definitely Wondr, come on, download and use Wondr right now",Positive,Tampilan,the appearance is attractive the features are easy to use the colors are colorful what is that Yes definitely Wondr come on download and use Wondr right now,the appearance is attractive the features are easy to use the colors are colorful what is that yes definitely wondr come on download and use wondr right now,the appearance is attractive the features are easy tapi use the colors are colorful what is that yes definitely wondr come on download and use wondr right now,the appearance is attractive the features are easy use the colors are colorful what is that yes definitely come on download and use right now,"['the', 'appearance', 'is', 'attractive', 'the', 'features', 'are', 'easy', 'use', 'the', 'colors', 'are', 'colorful', 'what', 'is', 'that', 'yes', 'definitely', 'come', 'on', 'download', 'and', 'use', 'right', 'now']",the appearance is attractive the features are easy use the colors are colorful what is that yes definitely come on download and use right now,"['the', 'appearance', 'is', 'attractive', 'the', 'features', 'are', 'easy', 'use', 'the', 'colors', 'are', 'colorful', 'what', 'is', 'that', 'yes', 'definitely', 'come', 'on', 'download', 'and', 'use', 'right', 'now']"
"Easy to open, easy to use! Keren",Positive,Tampilan,Easy to open easy to use Keren,easy to open easy to use keren,easy tapi open easy tapi use keren,easy open easy use keren,"['easy', 'open', 'easy', 'use', 'keren']",easy open easy use keren,"['easy', 'open', 'easy', 'use', 'keren']"
"Simpel dan elegant, tampilannya sangat friendly dan mudah digunakan",Positive,Tampilan,Simpel dan elegant tampilannya sangat friendly dan mudah digunakan,simpel dan elegant tampilannya sangat friendly dan mudah digunakan,simpel dan elegant tampilannya sangat friendly dan mudah digunakan,simpel elegant tampilannya sangat friendly mudah,"['simpel', 'elegant', 'tampilannya', 'sangat', 'friendly', 'mudah']",simpel elegant tampilannya sangat friendly mudah,"['simpel', 'elegant', 'tampil', 'sangat', 'friendly', 'mudah']"
aplikasi baru BNI tampilan lebih fresh dan penggunaan lebih mudah,Positive,Tampilan,aplikasi baru BNI tampilan lebih fresh dan penggunaan lebih mudah,aplikasi baru bni tampilan lebih fresh dan penggunaan lebih mudah,aplikasi baru saja bni tampilan lebih fresh dan penggunaan lebih mudah,tampilan lebih fresh penggunaan lebih mudah,"['tampilan', 'lebih', 'fresh', 'penggunaan', 'lebih', 'mudah']",tampilan lebih fresh penggunaan lebih mudah,"['tampilan', 'lebih', 'fresh', 'guna', 'lebih', 'mudah']"
simple keren,Positive,Tampilan,simple keren,simple keren,simpel keren,simpel keren,"['simpel', 'keren']",simpel keren,"['simpel', 'keren']"
"Tampilan lebih berwarna, akses lebih mudah & simple dalam bertransksi",Positive,Tampilan,Tampilan lebih berwarna akses lebih mudah  simple dalam bertransksi,tampilan lebih berwarna akses lebih mudah  simple dalam bertransksi,tampilan lebih berwarna akses lebih mudah simpel dalam bertransksi,tampilan lebih berwarna akses lebih mudah simpel bertransksi,"['tampilan', 'lebih', 'berwarna', 'akses', 'lebih', 'mudah', 'simpel', 'bertransksi']",tampilan lebih berwarna akses lebih mudah simpel bertransksi,"['tampilan', 'lebih', 'warna', 'akses', 'lebih', 'mudah', 'simpel', 'bertransksi']"
"Lebih mudah penggunaan dr yg sblmnya,fitur lebih menarik",Positive,Tampilan,Lebih mudah penggunaan dr yg sblmnya fitur lebih menarik,lebih mudah penggunaan dr yg sblmnya fitur lebih menarik,lebih mudah penggunaan dari yang sebelumnya fitur lebih menarik,lebih mudah penggunaan fitur lebih menarik,"['lebih', 'mudah', 'penggunaan', 'fitur', 'lebih', 'menarik']",lebih mudah penggunaan fitur lebih menarik,"['lebih', 'mudah', 'guna', 'fitur', 'lebih', 'menarik']"
"Mo transaksi apa aja gampang, tampilan menarik dan user friendly",Positive,Tampilan,Mo transaksi apa aja gampang tampilan menarik dan user friendly,mo transaksi apa aja gampang tampilan menarik dan user friendly,mau transaksi apa saja gampang tampilan menarik dan user friendly,transaksi gampang tampilan menarik user friendly,"['transaksi', 'gampang', 'tampilan', 'menarik', 'user', 'friendly']",transaksi gampang tampilan menarik user friendly,"['transaksi', 'gampang', 'tampilan', 'menarik', 'user', 'friendly']"
"Tampilannya menarik, freshh",Positive,Tampilan,Tampilannya menarik freshh,tampilannya menarik freshh,tampilannya menarik freshh,tampilannya menarik freshh,"['tampilannya', 'menarik', 'freshh']",tampilannya menarik freshh,"['tampil', 'menarik', 'freshh']"
Tampilan baru dan fresh dengan proses transaksi yang lebih cepat..Kapanpun dan di manapun Wondr bisa diandalkan..Keren BNI!!,Positive,Tampilan,Tampilan baru dan fresh dengan proses transaksi yang lebih cepat Kapanpun dan di manapun Wondr bisa diandalkan Keren BNI,tampilan baru dan fresh dengan proses transaksi yang lebih cepat kapanpun dan di manapun wondr bisa diandalkan keren bni,tampilan baru saja dan fresh dengan proses transaksi yang lebih cepat kapanpun dan di manapun wondr bisa diandalkan keren bni,tampilan fresh proses transaksi lebih cepat manapun bisa diandalkan keren,"['tampilan', 'fresh', 'proses', 'transaksi', 'lebih', 'cepat', 'manapun', 'bisa', 'diandalkan', 'keren']",tampilan fresh proses transaksi lebih cepat manapun bisa diandalkan keren,"['tampilan', 'fresh', 'proses', 'transaksi', 'lebih', 'cepat', 'mana', 'bisa', 'andal', 'keren']"
aplikasinya anak muda bgt penuh warna,Positive,Tampilan,aplikasinya anak muda bgt penuh warna,aplikasinya anak muda bgt penuh warna,aplikasinya anak muda banget penuh warna,anak muda banget penuh warna,"['anak', 'muda', 'banget', 'penuh', 'warna']",anak muda banget penuh warna,"['anak', 'muda', 'banget', 'penuh', 'warna']"
"Aplikasi yg mudah digunakan dan simple, terus berkembang BNIðŸ‘",Positive,Tampilan,Aplikasi yg mudah digunakan dan simple terus berkembang BNI,aplikasi yg mudah digunakan dan simple terus berkembang bni,aplikasi yang mudah digunakan dan simpel terus berkembang bni,mudah simpel berkembang,"['mudah', 'simpel', 'berkembang']",mudah simpel berkembang,"['mudah', 'simpel', 'kembang']"
"Tampilan aplikasinya colourful, fun banget!! Uda gitu transaksi pembayarannya cepet lagii ðŸ¤©",Positive,Tampilan,Tampilan aplikasinya colourful fun banget Uda gitu transaksi pembayarannya cepet lagii,tampilan aplikasinya colourful fun banget uda gitu transaksi pembayarannya cepet lagii,tampilan aplikasinya colourful fun banget sudah seperti itu transaksi pembayarannya cepat lagi,tampilan colourful fun banget transaksi pembayarannya cepat,"['tampilan', 'colourful', 'fun', 'banget', 'transaksi', 'pembayarannya', 'cepat']",tampilan colourful fun banget transaksi pembayarannya cepat,"['tampilan', 'colourful', 'fun', 'banget', 'transaksi', 'bayar', 'cepat']"
Simple banget untuk membuat semuanya jadi lebih cepat. Keren wondr!,Positive,Tampilan,Simple banget untuk membuat semuanya jadi lebih cepat Keren wondr,simple banget untuk membuat semuanya jadi lebih cepat keren wondr,simpel banget untuk membuat semuanya jadi lebih cepat keren wondr,simpel banget lebih cepat keren,"['simpel', 'banget', 'lebih', 'cepat', 'keren']",simpel banget lebih cepat keren,"['simpel', 'banget', 'lebih', 'cepat', 'keren']"
"Tampilan apps nya menarik dan colorful, kemarin ngopi di cafe bayar pake QRIS cepat bangeet",Positive,Tampilan,Tampilan apps nya menarik dan colorful kemarin ngopi di cafe bayar pake QRIS cepat bangeet,tampilan apps nya menarik dan colorful kemarin ngopi di cafe bayar pake qris cepat bangeet,tampilan apps ya menarik dan colorful kemarin ngopi di cafe bayar pakai QRIS cepat banget,tampilan apps menarik colorful kemarin ngopi cafe bayar pakai QRIS cepat banget,"['tampilan', 'apps', 'menarik', 'colorful', 'kemarin', 'ngopi', 'cafe', 'bayar', 'pakai', 'QRIS', 'cepat', 'banget']",tampilan apps menarik colorful kemarin ngopi cafe bayar pakai QRIS cepat banget,"['tampilan', 'apps', 'menarik', 'colorful', 'kemarin', 'ngopi', 'cafe', 'bayar', 'pakai', 'qris', 'cepat', 'banget']"
"Aplikasi nya easy to use, fiturnya menarik dan akses nya mudah dan cepet. Sukses wondr BNI (EL)",Positive,Tampilan,Aplikasi nya easy to use fiturnya menarik dan akses nya mudah dan cepet Sukses wondr BNI EL,aplikasi nya easy to use fiturnya menarik dan akses nya mudah dan cepet sukses wondr bni el,aplikasi ya easy tapi use fiturnya menarik dan akses ya mudah dan cepat sukses wondr bni el,easy use fiturnya menarik akses mudah cepat sukses el,"['easy', 'use', 'fiturnya', 'menarik', 'akses', 'mudah', 'cepat', 'sukses', 'el']",easy use fiturnya menarik akses mudah cepat sukses el,"['easy', 'use', 'fiturnya', 'menarik', 'akses', 'mudah', 'cepat', 'sukses', 'el']"
Tampilan lucu dan menarik,Positive,Tampilan,Tampilan lucu dan menarik,tampilan lucu dan menarik,tampilan lucu dan menarik,tampilan lucu menarik,"['tampilan', 'lucu', 'menarik']",tampilan lucu menarik,"['tampilan', 'lucu', 'menarik']"
"Bayar makan, nonton, ke salon .. QRIS in aja pake Wondr bni cepet pake banget. Simple ga usah bawa2 kartu atm ataupun uang tunai. Kuy lah pake wondr !!",Positive,Tampilan,Bayar makan nonton ke salon  QRIS in aja pake Wondr bni cepet pake banget Simple ga usah bawa kartu atm ataupun uang tunai Kuy lah pake wondr,bayar makan nonton ke salon  qris in aja pake wondr bni cepet pake banget simple ga usah bawa kartu atm ataupun uang tunai kuy lah pake wondr,bayar makan menonton ke salon QRIS ini saja pakai wondr bni cepat pakai banget simpel tidak usah bawa kartu ATM ataupun uang tunai yuk lah pakai wondr,bayar makan menonton salon QRIS pakai cepat pakai banget simpel tidak bawa kartu ATM uang tunai yuk pakai,"['bayar', 'makan', 'menonton', 'salon', 'QRIS', 'pakai', 'cepat', 'pakai', 'banget', 'simpel', 'tidak', 'bawa', 'kartu', 'ATM', 'uang', 'tunai', 'yuk', 'pakai']",bayar makan menonton salon QRIS pakai cepat pakai banget simpel tidak bawa kartu ATM uang tunai yuk pakai,"['bayar', 'makan', 'tonton', 'salon', 'qris', 'pakai', 'cepat', 'pakai', 'banget', 'simpel', 'tidak', 'bawa', 'kartu', 'atm', 'uang', 'tunai', 'yuk', 'pakai']"
"Traksaksi pakai qris jd cepat, tampilan lbh ok dan mudah banget ðŸ‘ðŸ»",Positive,Tampilan,Traksaksi pakai qris jd cepat tampilan lbh ok dan mudah banget,traksaksi pakai qris jd cepat tampilan lbh ok dan mudah banget,transaksi pakai QRIS jadi cepat tampilan lebih oke dan mudah banget,transaksi pakai QRIS cepat tampilan lebih oke mudah banget,"['transaksi', 'pakai', 'QRIS', 'cepat', 'tampilan', 'lebih', 'oke', 'mudah', 'banget']",transaksi pakai QRIS cepat tampilan lebih oke mudah banget,"['transaksi', 'pakai', 'qris', 'cepat', 'tampilan', 'lebih', 'oke', 'mudah', 'banget']"
"Transaksi mudah dan cepat, tampilan interface menarik dengan warna yang fun ðŸŒŸ",Positive,Tampilan,Transaksi mudah dan cepat tampilan interface menarik dengan warna yang fun,transaksi mudah dan cepat tampilan interface menarik dengan warna yang fun,transaksi mudah dan cepat tampilan interface menarik dengan warna yang fun,transaksi mudah cepat tampilan interface menarik warna fun,"['transaksi', 'mudah', 'cepat', 'tampilan', 'interface', 'menarik', 'warna', 'fun']",transaksi mudah cepat tampilan interface menarik warna fun,"['transaksi', 'mudah', 'cepat', 'tampilan', 'interface', 'menarik', 'warna', 'fun']"
Tampilan lebih ok dan lebih mudah untuk transaksi,Positive,Tampilan,Tampilan lebih ok dan lebih mudah untuk transaksi,tampilan lebih ok dan lebih mudah untuk transaksi,tampilan lebih oke dan lebih mudah untuk transaksi,tampilan lebih oke lebih mudah transaksi,"['tampilan', 'lebih', 'oke', 'lebih', 'mudah', 'transaksi']",tampilan lebih oke lebih mudah transaksi,"['tampilan', 'lebih', 'oke', 'lebih', 'mudah', 'transaksi']"
"Ngebut banget transkasi dengan wondr, bayar bayar sangat mudah dan cepat, tampilannya sangat menarik, mata selalu melek lihat promo-promo nya.
 Mantap wondr jaya jaya jaya",Positive,Tampilan,"Ngebut banget transkasi dengan wondr bayar bayar sangat mudah dan cepat tampilannya sangat menarik mata selalu melek lihat promo promo nya
 Mantap wondr jaya jaya jaya","ngebut banget transkasi dengan wondr bayar bayar sangat mudah dan cepat tampilannya sangat menarik mata selalu melek lihat promo promo nya
 mantap wondr jaya jaya jaya",ngebut banget transkasi dengan wondr bayar bayar sangat mudah dan cepat tampilannya sangat menarik mata selalu melek lihat promo promo ya mantap wondr jaya jaya jaya,ngebut banget transkasi bayar bayar sangat mudah cepat tampilannya sangat menarik mata melek lihat promo promo mantap jaya jaya jaya,"['ngebut', 'banget', 'transkasi', 'bayar', 'bayar', 'sangat', 'mudah', 'cepat', 'tampilannya', 'sangat', 'menarik', 'mata', 'melek', 'lihat', 'promo', 'promo', 'mantap', 'jaya', 'jaya', 'jaya']",ngebut banget transkasi bayar bayar sangat mudah cepat tampilannya sangat menarik mata melek lihat promo promo mantap jaya jaya jaya,"['ngebut', 'banget', 'transkasi', 'bayar', 'bayar', 'sangat', 'mudah', 'cepat', 'tampil', 'sangat', 'menarik', 'mata', 'melek', 'lihat', 'promo', 'promo', 'mantap', 'jaya', 'jaya', 'jaya']"
"WONDR simple dan mudah makenya, membantu sekali",Positive,Tampilan,WONDR simple dan mudah makenya membantu sekali,wondr simple dan mudah makenya membantu sekali,wondr simpel dan mudah makenya membantu sekali,simpel mudah makenya membantu,"['simpel', 'mudah', 'makenya', 'membantu']",simpel mudah makenya membantu,"['simpel', 'mudah', 'makenya', 'bantu']"
"visual : lebih fresh & menarik, attractive colors
 user exp : ui/ux baru btuh pnysuaian diawal selebihnya oke
 
 semangat wondrðŸ‚ðŸŽ‰ðŸ”¥ðŸ’«",Positive,Tampilan,"visual  lebih fresh  menarik attractive colors
 user exp  uiux baru btuh pnysuaian diawal selebihnya oke
 
 semangat wondr","visual  lebih fresh  menarik attractive colors
 user exp  uiux baru btuh pnysuaian diawal selebihnya oke
 
 semangat wondr",visual lebih fresh menarik attractive colors user exp uiux baru saja butuh pnysuaian diawal selebihnya oke semangat wondr,visual lebih fresh menarik attractive colors user exp uiux butuh pnysuaian diawal selebihnya oke semangat,"['visual', 'lebih', 'fresh', 'menarik', 'attractive', 'colors', 'user', 'exp', 'uiux', 'butuh', 'pnysuaian', 'diawal', 'selebihnya', 'oke', 'semangat']",visual lebih fresh menarik attractive colors user exp uiux butuh pnysuaian diawal selebihnya oke semangat,"['visual', 'lebih', 'fresh', 'menarik', 'attractive', 'colors', 'user', 'exp', 'uiux', 'butuh', 'pnysuaian', 'awal', 'lebih', 'oke', 'semangat']"
Cepeet beneer pas bayar qris and simple UX nya,Positive,Tampilan,Cepeet beneer pas bayar qris and simple UX nya,cepeet beneer pas bayar qris and simple ux nya,cepeet beneer pas bayar QRIS and simpel ux ya,cepeet beneer pas bayar QRIS and simpel ux,"['cepeet', 'beneer', 'pas', 'bayar', 'QRIS', 'and', 'simpel', 'ux']",cepeet beneer pas bayar QRIS and simpel ux,"['cepeet', 'beneer', 'pas', 'bayar', 'qris', 'and', 'simpel', 'ux']"
Lebih cepat dan simple dalam proses transaksi,Positive,Tampilan,Lebih cepat dan simple dalam proses transaksi,lebih cepat dan simple dalam proses transaksi,lebih cepat dan simpel dalam proses transaksi,lebih cepat simpel proses transaksi,"['lebih', 'cepat', 'simpel', 'proses', 'transaksi']",lebih cepat simpel proses transaksi,"['lebih', 'cepat', 'simpel', 'proses', 'transaksi']"
Keren bgt lebih mudah untuk penggunaannya,Positive,Tampilan,Keren bgt lebih mudah untuk penggunaannya,keren bgt lebih mudah untuk penggunaannya,keren banget lebih mudah untuk penggunaannya,keren banget lebih mudah penggunaannya,"['keren', 'banget', 'lebih', 'mudah', 'penggunaannya']",keren banget lebih mudah penggunaannya,"['keren', 'banget', 'lebih', 'mudah', 'guna']"
"Aplikasi sangat mudah digunakan, eye catching, simple, dan menunjang segala aktivitas keuangan ðŸ¥°ðŸ‘ðŸ»",Positive,Tampilan,Aplikasi sangat mudah digunakan eye catching simple dan menunjang segala aktivitas keuangan,aplikasi sangat mudah digunakan eye catching simple dan menunjang segala aktivitas keuangan,aplikasi sangat mudah digunakan eye catching simpel dan menunjang segala aktivitas keuangan,sangat mudah eye catching simpel menunjang aktivitas keuangan,"['sangat', 'mudah', 'eye', 'catching', 'simpel', 'menunjang', 'aktivitas', 'keuangan']",sangat mudah eye catching simpel menunjang aktivitas keuangan,"['sangat', 'mudah', 'eye', 'catching', 'simpel', 'tunjang', 'aktivitas', 'uang']"
"Simpel, cepat, tampilan okeeeee eye-catchy!ðŸ«¶ðŸ»",Positive,Tampilan,Simpel cepat tampilan okeeeee eye catchy,simpel cepat tampilan okeeeee eye catchy,simpel cepat tampilan okeeeee eye catchy,simpel cepat tampilan okeeeee eye catchy,"['simpel', 'cepat', 'tampilan', 'okeeeee', 'eye', 'catchy']",simpel cepat tampilan okeeeee eye catchy,"['simpel', 'cepat', 'tampilan', 'okeeeee', 'eye', 'catchy']"
Lebih enak dan simple dipake,Positive,Tampilan,Lebih enak dan simple dipake,lebih enak dan simple dipake,lebih enak dan simpel dipakai,lebih enak simpel dipakai,"['lebih', 'enak', 'simpel', 'dipakai']",lebih enak simpel dipakai,"['lebih', 'enak', 'simpel', 'pakai']"
"Lebih mudah digunakan dan lebih aman,menu juga lebih simple tp maksimal penggunaannya",Positive,Tampilan,Lebih mudah digunakan dan lebih aman menu juga lebih simple tp maksimal penggunaannya,lebih mudah digunakan dan lebih aman menu juga lebih simple tp maksimal penggunaannya,lebih mudah digunakan dan lebih aman menu juga lebih simpel tapi maksimal penggunaannya,lebih mudah lebih aman menu lebih simpel maksimal penggunaannya,"['lebih', 'mudah', 'lebih', 'aman', 'menu', 'lebih', 'simpel', 'maksimal', 'penggunaannya']",lebih mudah lebih aman menu lebih simpel maksimal penggunaannya,"['lebih', 'mudah', 'lebih', 'aman', 'menu', 'lebih', 'simpel', 'maksimal', 'guna']"
"Saya udah pake selama 3 bulan, menurut saya jauh lebih bagus dari Mobile Banking yang lama. Saya gak harus input banyak password untuk transaksi-transaksi simple. Cocok banget dipake sama generasi muda",Positive,Tampilan,Saya udah pake selama  bulan menurut saya jauh lebih bagus dari Mobile Banking yang lama Saya gak harus input banyak password untuk transaksi transaksi simple Cocok banget dipake sama generasi muda,saya udah pake selama  bulan menurut saya jauh lebih bagus dari mobile banking yang lama saya gak harus input banyak password untuk transaksi transaksi simple cocok banget dipake sama generasi muda,saya sudah pakai selama bulan menurut saya jauh lebih bagus dari mobile banking yang lama saya tidak harus input banyak password untuk transaksi transaksi simpel cocok banget dipakai sama generasi muda,pakai lebih bagus mobile banking lama tidak input password transaksi transaksi simpel cocok banget dipakai generasi muda,"['pakai', 'lebih', 'bagus', 'mobile', 'banking', 'lama', 'tidak', 'input', 'password', 'transaksi', 'transaksi', 'simpel', 'cocok', 'banget', 'dipakai', 'generasi', 'muda']",pakai lebih bagus mobile banking lama tidak input password transaksi transaksi simpel cocok banget dipakai generasi muda,"['pakai', 'lebih', 'bagus', 'mobile', 'banking', 'lama', 'tidak', 'input', 'password', 'transaksi', 'transaksi', 'simpel', 'cocok', 'banget', 'pakai', 'generasi', 'muda']"
"Really helpful, tampilan mudah dimengerti, banyak fitur menarik",Positive,Tampilan,Really helpful tampilan mudah dimengerti banyak fitur menarik,really helpful tampilan mudah dimengerti banyak fitur menarik,really helpful tampilan mudah dimengerti banyak fitur menarik,really helpful tampilan mudah dimengerti fitur menarik,"['really', 'helpful', 'tampilan', 'mudah', 'dimengerti', 'fitur', 'menarik']",really helpful tampilan mudah dimengerti fitur menarik,"['really', 'helpful', 'tampilan', 'mudah', 'erti', 'fitur', 'menarik']"
"tampilan nya sangat menarik dan colorfull
 transaksi juga jadi makin sat set",Positive,Tampilan,"tampilan nya sangat menarik dan colorfull
 transaksi juga jadi makin sat set","tampilan nya sangat menarik dan colorfull
 transaksi juga jadi makin sat set",tampilan ya sangat menarik dan colorful transaksi juga jadi semakin sat set,tampilan sangat menarik colorful transaksi sat set,"['tampilan', 'sangat', 'menarik', 'colorful', 'transaksi', 'sat', 'set']",tampilan sangat menarik colorful transaksi sat set,"['tampilan', 'sangat', 'menarik', 'colorful', 'transaksi', 'sat', 'set']"
"Setelah saya gunakan 1 bulan, baru kali ini sy memberikan feedback :
 1. Tampilan menarik
 2. Cepat
 3. Mudah dlm transaksi
 Selama ini sudah tdk pernah bertransaksi di apps lainnya krn sudah dimudahkan oleh Wondr by BNIâœ¨",Positive,Tampilan,"Setelah saya gunakan  bulan baru kali ini sy memberikan feedback 
  Tampilan menarik
  Cepat
  Mudah dlm transaksi
 Selama ini sudah tdk pernah bertransaksi di apps lainnya krn sudah dimudahkan oleh Wondr by BNI","setelah saya gunakan  bulan baru kali ini sy memberikan feedback 
  tampilan menarik
  cepat
  mudah dlm transaksi
 selama ini sudah tdk pernah bertransaksi di apps lainnya krn sudah dimudahkan oleh wondr by bni",setelah saya gunakan bulan baru saja kali ini saya memberikan feedback tampilan menarik cepat mudah dalam transaksi selama ini sudah tidak pernah bertransaksi di apps lainnya karena sudah dimudahkan oleh wondr by bni,kali feedback tampilan menarik cepat mudah transaksi tidak bertransaksi apps dimudahkan,"['kali', 'feedback', 'tampilan', 'menarik', 'cepat', 'mudah', 'transaksi', 'tidak', 'bertransaksi', 'apps', 'dimudahkan']",kali feedback tampilan menarik cepat mudah transaksi tidak bertransaksi apps dimudahkan,"['kali', 'feedback', 'tampilan', 'menarik', 'cepat', 'mudah', 'transaksi', 'tidak', 'transaksi', 'apps', 'mudah']"
Aplikasi wondr by BNI sangat membantu saya dalam bertransaksi sehari hari. UI UX juga sangat bagus untuk menunjang kebutuhan saya.,Positive,Tampilan,Aplikasi wondr by BNI sangat membantu saya dalam bertransaksi sehari hari UI UX juga sangat bagus untuk menunjang kebutuhan saya,aplikasi wondr by bni sangat membantu saya dalam bertransaksi sehari hari ui ux juga sangat bagus untuk menunjang kebutuhan saya,aplikasi wondr by bni sangat membantu saya dalam bertransaksi sehari hari ui ux juga sangat bagus untuk menunjang kebutuhan saya,sangat membantu bertransaksi sehari ui ux sangat bagus menunjang kebutuhan,"['sangat', 'membantu', 'bertransaksi', 'sehari', 'ui', 'ux', 'sangat', 'bagus', 'menunjang', 'kebutuhan']",sangat membantu bertransaksi sehari ui ux sangat bagus menunjang kebutuhan,"['sangat', 'bantu', 'transaksi', 'hari', 'ui', 'ux', 'sangat', 'bagus', 'tunjang', 'butuh']"
Transaksi pake QRIS jadi lebih cepat dan praktis. Tampilannya secara keseluruhan juga jadi lebih menarik,Positive,Tampilan,Transaksi pake QRIS jadi lebih cepat dan praktis Tampilannya secara keseluruhan juga jadi lebih menarik,transaksi pake qris jadi lebih cepat dan praktis tampilannya secara keseluruhan juga jadi lebih menarik,transaksi pakai QRIS jadi lebih cepat dan praktis tampilannya secara keseluruhan juga jadi lebih menarik,transaksi pakai QRIS lebih cepat praktis tampilannya lebih menarik,"['transaksi', 'pakai', 'QRIS', 'lebih', 'cepat', 'praktis', 'tampilannya', 'lebih', 'menarik']",transaksi pakai QRIS lebih cepat praktis tampilannya lebih menarik,"['transaksi', 'pakai', 'qris', 'lebih', 'cepat', 'praktis', 'tampil', 'lebih', 'menarik']"
"Aplikasinya mantap, tampilannya lebih bagus, Penggunakan lebih simple dari sebelumnya.",Positive,Tampilan,Aplikasinya mantap tampilannya lebih bagus Penggunakan lebih simple dari sebelumnya,aplikasinya mantap tampilannya lebih bagus penggunakan lebih simple dari sebelumnya,aplikasinya mantap tampilannya lebih bagus penggunakan lebih simpel dari sebelumnya,mantap tampilannya lebih bagus penggunakan lebih simpel,"['mantap', 'tampilannya', 'lebih', 'bagus', 'penggunakan', 'lebih', 'simpel']",mantap tampilannya lebih bagus penggunakan lebih simpel,"['mantap', 'tampil', 'lebih', 'bagus', 'guna', 'lebih', 'simpel']"
"Notif cepat, aplikasi no lag, login praktis, ui/ux sangat baik untuk segala usia. IbraRian",Positive,Tampilan,Notif cepat aplikasi no lag login praktis uiux sangat baik untuk segala usia IbraRian,notif cepat aplikasi no lag login praktis uiux sangat baik untuk segala usia ibrarian,notif cepat aplikasi nomor lag login praktis uiux sangat baik untuk segala usia ibrarian,notif cepat nomor lag login praktis uiux sangat baik usia ibrarian,"['notif', 'cepat', 'nomor', 'lag', 'login', 'praktis', 'uiux', 'sangat', 'baik', 'usia', 'ibrarian']",notif cepat nomor lag login praktis uiux sangat baik usia ibrarian,"['notif', 'cepat', 'nomor', 'lag', 'login', 'praktis', 'uiux', 'sangat', 'baik', 'usia', 'ibrarian']"
UI mudah dipahami dan responsif pas bertransaksi,Positive,Tampilan,UI mudah dipahami dan responsif pas bertransaksi,ui mudah dipahami dan responsif pas bertransaksi,ui mudah dipahami dan responsif pas bertransaksi,ui mudah dipahami responsif pas bertransaksi,"['ui', 'mudah', 'dipahami', 'responsif', 'pas', 'bertransaksi']",ui mudah dipahami responsif pas bertransaksi,"['ui', 'mudah', 'paham', 'responsif', 'pas', 'transaksi']"
Lebih mudah untuk melakukan pembayaran apapun serta warna2nya yg fun banget. (YFR),Positive,Tampilan,Lebih mudah untuk melakukan pembayaran apapun serta warnanya yg fun banget YFR,lebih mudah untuk melakukan pembayaran apapun serta warnanya yg fun banget yfr,lebih mudah untuk melakukan pembayaran apa pun serta warnanya yang fun banget yfr,lebih mudah pembayaran warnanya fun banget yfr,"['lebih', 'mudah', 'pembayaran', 'warnanya', 'fun', 'banget', 'yfr']",lebih mudah pembayaran warnanya fun banget yfr,"['lebih', 'mudah', 'bayar', 'warna', 'fun', 'banget', 'yfr']"
"nice UI UX
 note : semoga menu mutasi rekening bisa ada di wondr ðŸ™ðŸ’•",Positive,Tampilan,"nice UI UX
 note  semoga menu mutasi rekening bisa ada di wondr ","nice ui ux
 note  semoga menu mutasi rekening bisa ada di wondr ",nice ui ux note semoga menu histori transaksi rekening bisa ada di wondr,nice ui ux note semoga menu histori transaksi rekening bisa,"['nice', 'ui', 'ux', 'note', 'semoga', 'menu', 'histori', 'transaksi', 'rekening', 'bisa']",nice ui ux note semoga menu histori transaksi rekening bisa,"['nice', 'ui', 'ux', 'note', 'moga', 'menu', 'histori', 'transaksi', 'rekening', 'bisa']"
